,EdLevel,EdLevelClean
11033,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11034,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11035,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11036,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11037,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11038,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11039,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11040,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11041,Some college/university study without earning a degree,Some college (no degree)
11042,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11043,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11044,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11045,Some college/university study without earning a degree,Some college (no degree)
11046,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11047,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11048,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11049,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11050,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11051,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11052,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11053,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11054,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11055,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11056,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11057,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11058,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11059,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11060,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11061,Some college/university study without earning a degree,Some college (no degree)
11062,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11063,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11064,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11065,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11066,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11067,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11068,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11069,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
11070,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11071,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
11072,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11073,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11074,Some college/university study without earning a degree,Some college (no degree)
11075,Something else,Something else
11076,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11077,Some college/university study without earning a degree,Some college (no degree)
11078,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11079,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11080,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11081,Some college/university study without earning a degree,Some college (no degree)
11082,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11083,Some college/university study without earning a degree,Some college (no degree)
11084,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11085,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11086,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11087,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11088,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11089,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11090,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11091,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11092,Some college/university study without earning a degree,Some college (no degree)
11093,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11094,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11095,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11096,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11097,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11098,"Associate degree (A.A., A.S., etc.)",Associate degree
11099,Some college/university study without earning a degree,Some college (no degree)
11100,"Associate degree (A.A., A.S., etc.)",Associate degree
11101,Some college/university study without earning a degree,Some college (no degree)
11102,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11103,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11104,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11105,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11106,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11107,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11108,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11109,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11110,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11111,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11112,"Associate degree (A.A., A.S., etc.)",Associate degree
11113,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11114,Some college/university study without earning a degree,Some college (no degree)
11115,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11116,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11117,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
11118,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11119,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11120,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
11121,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11122,Some college/university study without earning a degree,Some college (no degree)
11123,"Associate degree (A.A., A.S., etc.)",Associate degree
11124,Some college/university study without earning a degree,Some college (no degree)
11125,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11126,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11127,Some college/university study without earning a degree,Some college (no degree)
11128,"Associate degree (A.A., A.S., etc.)",Associate degree
11129,Some college/university study without earning a degree,Some college (no degree)
11130,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
11131,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11132,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11133,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11134,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11135,Some college/university study without earning a degree,Some college (no degree)
11136,Some college/university study without earning a degree,Some college (no degree)
11137,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11138,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11139,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11140,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11141,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11142,"Associate degree (A.A., A.S., etc.)",Associate degree
11143,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11144,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11145,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11146,Some college/university study without earning a degree,Some college (no degree)
11147,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11148,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11149,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11150,Some college/university study without earning a degree,Some college (no degree)
11151,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11152,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11153,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11154,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11155,Some college/university study without earning a degree,Some college (no degree)
11156,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11157,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11158,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11159,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11160,Some college/university study without earning a degree,Some college (no degree)
11161,Some college/university study without earning a degree,Some college (no degree)
11162,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11163,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11164,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11165,Some college/university study without earning a degree,Some college (no degree)
11166,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11167,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11168,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11169,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11170,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11171,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11172,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11173,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11174,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11175,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11176,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11177,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11178,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11179,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11180,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11181,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11182,Primary/elementary school,Primary/elementary school
11183,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11184,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11185,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11186,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11187,Some college/university study without earning a degree,Some college (no degree)
11188,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11189,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11190,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11191,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
11192,"Associate degree (A.A., A.S., etc.)",Associate degree
11193,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11194,Some college/university study without earning a degree,Some college (no degree)
11195,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11196,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11197,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11198,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11199,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11200,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11201,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11202,Some college/university study without earning a degree,Some college (no degree)
11203,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11204,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11205,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11206,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11207,Some college/university study without earning a degree,Some college (no degree)
11208,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11209,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11210,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11211,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11212,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11213,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11214,"Associate degree (A.A., A.S., etc.)",Associate degree
11215,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11216,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11217,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11218,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11219,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11220,Some college/university study without earning a degree,Some college (no degree)
11221,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11222,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11223,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11224,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11225,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11226,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11227,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11228,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11229,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11230,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11231,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11232,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11233,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11234,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11235,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11236,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11237,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11238,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11239,"Associate degree (A.A., A.S., etc.)",Associate degree
11240,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11241,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11242,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11243,Some college/university study without earning a degree,Some college (no degree)
11244,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11245,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11246,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11247,"Associate degree (A.A., A.S., etc.)",Associate degree
