,Age,EdLevel,AgeClean,AgeOrder,EdLevelClean
4420,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4421,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4422,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
4423,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4424,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4425,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4426,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54,5,Master's degree
4427,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
4428,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
4429,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
4430,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4431,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4432,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4433,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54,5,Professional degree
4434,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
4435,55-64 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",55-64,6,Secondary School
4436,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
4437,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4438,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4439,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4440,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4441,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44,4,Secondary School
4442,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4443,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4444,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44,4,Professional degree
4445,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4446,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4447,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24,2,Master's degree
4448,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4449,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4450,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4451,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4452,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
4453,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4454,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4455,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4456,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
4457,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4458,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4459,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4460,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4461,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4462,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
4463,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4464,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4465,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54,5,Master's degree
4466,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4467,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4468,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4469,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4470,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64,6,Master's degree
4471,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4472,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4473,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4474,45-54 years old,Some college/university study without earning a degree,45-54,5,Some college (no degree)
4475,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4476,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
4477,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4478,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4479,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4480,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
4481,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
4482,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4483,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4484,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4485,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4486,55-64 years old,Some college/university study without earning a degree,55-64,6,Some college (no degree)
4487,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4488,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4489,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4490,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4491,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
4492,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4493,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4494,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4495,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4496,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
4497,Prefer not to say,Some college/university study without earning a degree,Prefer not to say,8,Some college (no degree)
4498,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4499,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4500,55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",55-64,6,Professional degree
4501,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4502,18-24 years old,"Associate degree (A.A., A.S., etc.)",18-24,2,Associate degree
4503,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4504,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4505,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4506,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4507,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4508,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
4509,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4510,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4511,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4512,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
4513,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
4514,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4515,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34,3,Secondary School
4516,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
4517,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4518,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4519,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4520,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54,5,Master's degree
4521,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4522,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4523,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4524,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4525,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4526,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4527,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34,3,Secondary School
4528,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4529,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54,5,Professional degree
4530,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44,4,Professional degree
4531,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4532,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54,5,Professional degree
4533,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4534,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4535,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
4536,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
4537,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
4538,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54,5,Master's degree
4539,35-44 years old,Primary/elementary school,35-44,4,Primary/elementary school
4540,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4541,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
4542,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34,3,Professional degree
4543,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4544,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4545,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54,5,Professional degree
4546,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
4547,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4548,35-44 years old,"Associate degree (A.A., A.S., etc.)",35-44,4,Associate degree
4549,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
4550,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4551,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4552,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54,5,Professional degree
4553,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4554,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
4555,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4556,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4557,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
4558,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
4559,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
4560,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4561,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
4562,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34,3,Professional degree
4563,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
4564,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34,3,Secondary School
